Molecule,IStr,Wavelength_micron
CO,"I(CO v=41,J=6->v=40,J=5 angle 00 deg)",8.660293131431922
CO,"I(CO v=41,J=6->v=40,J=7 angle 00 deg)",8.904989304684328
CO,"I(CO v=35,J=75->v=32,J=74 angle 00 deg)",2.6189717776939165
CO,"I(CO v=35,J=75->v=32,J=76 angle 00 deg)",2.916699657107937
CO,"I(CO v=35,J=75->v=33,J=74 angle 00 deg)",3.871509977757241
CO,"I(CO v=35,J=75->v=33,J=76 angle 00 deg)",4.54829835579126
CO,"I(CO v=35,J=75->v=34,J=74 angle 00 deg)",7.288196544121562
CO,"I(CO v=35,J=75->v=34,J=76 angle 00 deg)",10.068790173527102
CO,"I(CO v=25,J=123->v=22,J=122 angle 00 deg)",2.39044982181252
CO,"I(CO v=25,J=123->v=22,J=124 angle 00 deg)",2.8435635254651457
CO,"I(CO v=25,J=123->v=23,J=122 angle 00 deg)",3.4841559253159016
CO,"I(CO v=25,J=123->v=23,J=124 angle 00 deg)",4.519955638791036
CO,"I(CO v=25,J=123->v=24,J=122 angle 00 deg)",6.320904452676867
CO,"I(CO v=25,J=123->v=24,J=124 angle 00 deg)",10.715473049817945
CO,"I(CO v=31,J=97->v=28,J=96 angle 00 deg)",2.519563990500786
CO,"I(CO v=31,J=97->v=28,J=98 angle 00 deg)",2.893052106539913
CO,"I(CO v=31,J=97->v=29,J=96 angle 00 deg)",3.6998036352015875
CO,"I(CO v=31,J=97->v=29,J=98 angle 00 deg)",4.550711134051778
CO,"I(CO v=31,J=97->v=30,J=96 angle 00 deg)",6.842704140369259
CO,"I(CO v=31,J=97->v=30,J=98 angle 00 deg)",10.383762697828992
CO,"I(CO v=32,J=92->v=29,J=91 angle 00 deg)",2.5432003778690224
CO,"I(CO v=32,J=92->v=29,J=93 angle 00 deg)",2.900128786176861
CO,"I(CO v=32,J=92->v=30,J=91 angle 00 deg)",3.7400749910138633
CO,"I(CO v=32,J=92->v=30,J=93 angle 00 deg)",4.552806188436763
CO,"I(CO v=32,J=92->v=31,J=91 angle 00 deg)",6.944245616595265
CO,"I(CO v=32,J=92->v=31,J=93 angle 00 deg)",10.315611563754269
CO,"I(CO v=40,J=31->v=37,J=30 angle 00 deg)",2.7838612402478833
CO,"I(CO v=40,J=31->v=37,J=32 angle 00 deg)",2.9127821517785777
CO,"I(CO v=40,J=31->v=38,J=30 angle 00 deg)",4.174435152201465
CO,"I(CO v=40,J=31->v=38,J=32 angle 00 deg)",4.466674285135344
CO,"I(CO v=40,J=31->v=39,J=30 angle 00 deg)",8.175849492950947
CO,"I(CO v=40,J=31->v=39,J=32 angle 00 deg)",9.357592247798273
CO,"I(CO v=41,J=7->v=38,J=6 angle 00 deg)",2.849431934155138
CO,"I(CO v=41,J=7->v=38,J=8 angle 00 deg)",2.880359841512427
CO,"I(CO v=41,J=7->v=39,J=6 angle 00 deg)",4.308288627247421
CO,"I(CO v=41,J=7->v=39,J=8 angle 00 deg)",4.37835682589711
CO,"I(CO v=41,J=7->v=40,J=6 angle 00 deg)",8.643935351194225
CO,"I(CO v=41,J=7->v=40,J=8 angle 00 deg)",8.926378245291316
CO,"I(CO v=27,J=115->v=24,J=114 angle 00 deg)",2.4317531190979023
CO,"I(CO v=27,J=115->v=24,J=116 angle 00 deg)",2.861707284634333
CO,"I(CO v=27,J=115->v=25,J=114 angle 00 deg)",3.5522740706926013
CO,"I(CO v=27,J=115->v=25,J=116 angle 00 deg)",4.534004566392843
CO,"I(CO v=27,J=115->v=26,J=114 angle 00 deg)",6.481489681837979
CO,"I(CO v=27,J=115->v=26,J=116 angle 00 deg)",10.619822436211006
CO,"I(CO v=41,J=8->v=38,J=7 angle 00 deg)",2.848097045676693
CO,"I(CO v=41,J=8->v=38,J=9 angle 00 deg)",2.8831604919445666
CO,"I(CO v=41,J=8->v=39,J=7 angle 00 deg)",4.304772740333051
CO,"I(CO v=41,J=8->v=39,J=9 angle 00 deg)",4.384211195486308
CO,"I(CO v=41,J=8->v=40,J=7 angle 00 deg)",8.627917344774813
CO,"I(CO v=41,J=8->v=40,J=9 angle 00 deg)",8.948149808571038
CO,"I(CO v=18,J=148->v=15,J=147 angle 00 deg)",2.2591056342019895
CO,"I(CO v=18,J=148->v=15,J=149 angle 00 deg)",2.777737932882734
CO,"I(CO v=18,J=148->v=16,J=147 angle 00 deg)",3.2705854742924805
CO,"I(CO v=18,J=148->v=16,J=149 angle 00 deg)",4.460670242236259
CO,"I(CO v=18,J=148->v=17,J=147 angle 00 deg)",5.833955948982776
CO,"I(CO v=18,J=148->v=17,J=149 angle 00 deg)",10.99985018839827
CO,"I(CO v=41,J=9->v=38,J=8 angle 00 deg)",2.846852048814542
CO,"I(CO v=41,J=9->v=38,J=10 angle 00 deg)",2.886055498780168
CO,"I(CO v=41,J=9->v=39,J=8 angle 00 deg)",4.301398605241436
CO,"I(CO v=41,J=9->v=39,J=10 angle 00 deg)",4.390217792204973
CO,"I(CO v=41,J=9->v=40,J=8 angle 00 deg)",8.612236670217557
CO,"I(CO v=41,J=9->v=40,J=10 angle 00 deg)",8.970308042083472
CO,"I(CO v=24,J=127->v=21,J=126 angle 00 deg)",2.3716219576201856
CO,"I(CO v=24,J=127->v=21,J=128 angle 00 deg)",2.836462417375073
CO,"I(CO v=24,J=127->v=22,J=126 angle 00 deg)",3.452791976753441
CO,"I(CO v=24,J=127->v=22,J=128 angle 00 deg)",4.515937714523735
CO,"I(CO v=24,J=127->v=23,J=126 angle 00 deg)",6.246348601733858
CO,"I(CO v=24,J=127->v=23,J=128 angle 00 deg)",10.772411311503284
CO,"I(CO v=30,J=102->v=27,J=101 angle 00 deg)",2.4979314515870668
CO,"I(CO v=30,J=102->v=27,J=103 angle 00 deg)",2.8881004867689253
CO,"I(CO v=30,J=102->v=28,J=101 angle 00 deg)",3.662657462650125
CO,"I(CO v=30,J=102->v=28,J=103 angle 00 deg)",4.552104996107989
CO,"I(CO v=30,J=102->v=29,J=101 angle 00 deg)",6.747901727911455
CO,"I(CO v=30,J=102->v=29,J=103 angle 00 deg)",10.461870686768947
CO,"I(CO v=39,J=44->v=36,J=43 angle 00 deg)",2.7436792135491377
CO,"I(CO v=39,J=44->v=36,J=45 angle 00 deg)",2.9246329278715866
CO,"I(CO v=39,J=44->v=37,J=43 angle 00 deg)",4.096376611812054
CO,"I(CO v=39,J=44->v=37,J=45 angle 00 deg)",4.50681186121701
CO,"I(CO v=39,J=44->v=38,J=43 angle 00 deg)",7.924853003892237
CO,"I(CO v=39,J=44->v=38,J=45 angle 00 deg)",9.590128393872835
CO,"I(CO v=33,J=87->v=30,J=86 angle 00 deg)",2.5689481776903036
CO,"I(CO v=33,J=87->v=30,J=88 angle 00 deg)",2.909397237208416
CO,"I(CO v=33,J=87->v=31,J=86 angle 00 deg)",3.7836307258182083
CO,"I(CO v=33,J=87->v=31,J=88 angle 00 deg)",4.558435227111274
CO,"I(CO v=33,J=87->v=32,J=86 angle 00 deg)",7.053031757744897
CO,"I(CO v=33,J=87->v=32,J=88 angle 00 deg)",10.257459752485856
CO,"I(CO v=41,J=10->v=38,J=9 angle 00 deg)",2.8456968715531366
CO,"I(CO v=41,J=10->v=38,J=11 angle 00 deg)",2.8890453030082464
CO,"I(CO v=41,J=10->v=39,J=9 angle 00 deg)",4.298165877161092
CO,"I(CO v=41,J=10->v=39,J=11 angle 00 deg)",4.3963775459999805
CO,"I(CO v=41,J=10->v=40,J=9 angle 00 deg)",8.596891207934894
CO,"I(CO v=41,J=10->v=40,J=11 angle 00 deg)",8.992856558559593
CO,"I(CO v=28,J=111->v=25,J=110 angle 00 deg)",2.454306149582491
CO,"I(CO v=28,J=111->v=25,J=112 angle 00 deg)",2.8727698891951103
CO,"I(CO v=28,J=111->v=26,J=110 angle 00 deg)",3.589306810075253
CO,"I(CO v=28,J=111->v=26,J=112 angle 00 deg)",4.5443131855730465
CO,"I(CO v=28,J=111->v=27,J=110 angle 00 deg)",6.568266634865933
CO,"I(CO v=28,J=111->v=27,J=112 angle 00 deg)",10.581992757965065
CO,"I(CO v=40,J=32->v=37,J=31 angle 00 deg)",2.7846247987331143
CO,"I(CO v=40,J=32->v=37,J=33 angle 00 deg)",2.9178171928109404
CO,"I(CO v=40,J=32->v=38,J=31 angle 00 deg)",4.174215910275214
CO,"I(CO v=40,J=32->v=38,J=33 angle 00 deg)",4.476153572839055
CO,"I(CO v=40,J=32->v=39,J=31 angle 00 deg)",8.167558323295946
CO,"I(CO v=40,J=32->v=39,J=33 angle 00 deg)",9.388804399006666
CO,"I(CO v=36,J=69->v=33,J=68 angle 00 deg)",2.648626358041572
CO,"I(CO v=36,J=69->v=33,J=70 angle 00 deg)",2.9251462966082027
CO,"I(CO v=36,J=69->v=34,J=68 angle 00 deg)",3.922717614079797
CO,"I(CO v=36,J=69->v=34,J=70 angle 00 deg)",4.550984145478251
CO,"I(CO v=36,J=69->v=35,J=68 angle 00 deg)",7.421987098142701
CO,"I(CO v=36,J=69->v=35,J=70 angle 00 deg)",9.99574646614966
CO,"I(CO v=21,J=138->v=18,J=137 angle 00 deg)",2.3142149870264066
CO,"I(CO v=21,J=138->v=18,J=139 angle 00 deg)",2.8084024869882116
CO,"I(CO v=21,J=138->v=19,J=137 angle 00 deg)",3.3587764397842
CO,"I(CO v=21,J=138->v=19,J=139 angle 00 deg)",4.490564110826315
CO,"I(CO v=21,J=138->v=20,J=137 angle 00 deg)",6.029231204409454
CO,"I(CO v=21,J=138->v=20,J=139 angle 00 deg)",10.89111459593566
CO,"I(CO v=41,J=11->v=38,J=10 angle 00 deg)",2.8446314315314054
CO,"I(CO v=41,J=11->v=38,J=12 angle 00 deg)",2.8921303366018893
CO,"I(CO v=41,J=11->v=39,J=10 angle 00 deg)",4.295074361312608
CO,"I(CO v=41,J=11->v=39,J=12 angle 00 deg)",4.402691419167651
CO,"I(CO v=41,J=11->v=40,J=10 angle 00 deg)",8.581878909676629
CO,"I(CO v=41,J=11->v=40,J=12 angle 00 deg)",9.015799066645846
CO,"I(CO v=37,J=62->v=34,J=61 angle 00 deg)",2.6784091925458977
CO,"I(CO v=37,J=62->v=34,J=63 angle 00 deg)",2.9290272111030866
CO,"I(CO v=37,J=62->v=35,J=61 angle 00 deg)",3.975639906811733
CO,"I(CO v=37,J=62->v=35,J=63 angle 00 deg)",4.544745471251101
CO,"I(CO v=37,J=62->v=36,J=61 angle 00 deg)",7.5676804559180235
CO,"I(CO v=37,J=62->v=36,J=63 angle 00 deg)",9.891843204599645
CO,"I(CO v=38,J=54->v=35,J=53 angle 00 deg)",2.710009560029727
CO,"I(CO v=38,J=54->v=35,J=55 angle 00 deg)",2.930206597175235
CO,"I(CO v=38,J=54->v=36,J=53 angle 00 deg)",4.032912867599906
CO,"I(CO v=38,J=54->v=36,J=55 angle 00 deg)",4.532660279345596
CO,"I(CO v=38,J=54->v=37,J=53 angle 00 deg)",7.731242310630924
CO,"I(CO v=38,J=54->v=37,J=55 angle 00 deg)",9.765716839402264
CO,"I(CO v=41,J=12->v=38,J=11 angle 00 deg)",2.843655717055171
CO,"I(CO v=41,J=12->v=38,J=13 angle 00 deg)",2.895311162224908
CO,"I(CO v=41,J=12->v=39,J=11 angle 00 deg)",4.292123704751441
CO,"I(CO v=41,J=12->v=39,J=13 angle 00 deg)",4.409160406790725
CO,"I(CO v=41,J=12->v=40,J=11 angle 00 deg)",8.567198042537466
CO,"I(CO v=41,J=12->v=40,J=13 angle 00 deg)",9.039139917767688
CO,"I(CO v=23,J=131->v=20,J=130 angle 00 deg)",2.3536328227708445
CO,"I(CO v=23,J=131->v=20,J=132 angle 00 deg)",2.8301037572536094
CO,"I(CO v=23,J=131->v=21,J=130 angle 00 deg)",3.423335967929546
CO,"I(CO v=23,J=131->v=21,J=132 angle 00 deg)",4.514280868184605
CO,"I(CO v=23,J=131->v=22,J=130 angle 00 deg)",6.175411221564765
CO,"I(CO v=23,J=131->v=22,J=132 angle 00 deg)",10.835560094541375
CO,"I(CO v=19,J=145->v=16,J=144 angle 00 deg)",2.279331534162071
CO,"I(CO v=19,J=145->v=16,J=146 angle 00 deg)",2.791978319696377
CO,"I(CO v=19,J=145->v=17,J=144 angle 00 deg)",3.3025237060355206
CO,"I(CO v=19,J=145->v=17,J=146 angle 00 deg)",4.478429314677462
CO,"I(CO v=19,J=145->v=18,J=144 angle 00 deg)",5.902039546549737
CO,"I(CO v=19,J=145->v=18,J=146 angle 00 deg)",10.99134320122675
CO,"I(CO v=41,J=13->v=38,J=12 angle 00 deg)",2.8427696521376085
CO,"I(CO v=41,J=13->v=38,J=14 angle 00 deg)",2.8985882224632507
CO,"I(CO v=41,J=13->v=39,J=12 angle 00 deg)",4.28931370441733
CO,"I(CO v=41,J=13->v=39,J=14 angle 00 deg)",4.415785602235439
CO,"I(CO v=41,J=13->v=40,J=12 angle 00 deg)",8.552846452059947
CO,"I(CO v=41,J=13->v=40,J=14 angle 00 deg)",9.06288302640434
CO,"I(CO v=40,J=33->v=37,J=32 angle 00 deg)",2.7854773635293366
CO,"I(CO v=40,J=33->v=37,J=34 angle 00 deg)",2.9229585558021887
CO,"I(CO v=40,J=33->v=38,J=32 angle 00 deg)",4.174132683422068
CO,"I(CO v=40,J=33->v=38,J=34 angle 00 deg)",4.485809566997163
CO,"I(CO v=40,J=33->v=39,J=32 angle 00 deg)",8.159561323544626
CO,"I(CO v=40,J=33->v=39,J=34 angle 00 deg)",9.420504013414783
CO,"I(CO v=39,J=45->v=36,J=44 angle 00 deg)",2.7455104234670817
CO,"I(CO v=39,J=45->v=36,J=46 angle 00 deg)",2.9308788218783
CO,"I(CO v=39,J=45->v=37,J=44 angle 00 deg)",4.097810415649535
CO,"I(CO v=39,J=45->v=37,J=46 angle 00 deg)",4.518290191368118
CO,"I(CO v=39,J=45->v=38,J=44 angle 00 deg)",7.920273702801293
CO,"I(CO v=39,J=45->v=38,J=46 angle 00 deg)",9.626869712454095
CO,"I(CO v=29,J=107->v=26,J=106 angle 00 deg)",2.478229065532283
CO,"I(CO v=29,J=107->v=26,J=108 angle 00 deg)",2.8852490826592305
CO,"I(CO v=29,J=107->v=27,J=106 angle 00 deg)",3.628494385187295
CO,"I(CO v=29,J=107->v=27,J=108 angle 00 deg)",4.556952216661138
CO,"I(CO v=29,J=107->v=28,J=106 angle 00 deg)",6.65960092925762
CO,"I(CO v=29,J=107->v=28,J=108 angle 00 deg)",10.5505133844266
CO,"I(CO v=35,J=76->v=32,J=75 angle 00 deg)",2.623037904288731
CO,"I(CO v=35,J=76->v=32,J=77 angle 00 deg)",2.9256479111782956
CO,"I(CO v=35,J=76->v=33,J=75 angle 00 deg)",3.876359360482884
CO,"I(CO v=35,J=76->v=33,J=77 angle 00 deg)",4.564332806330958
CO,"I(CO v=35,J=76->v=34,J=75 angle 00 deg)",7.291031494351764
CO,"I(CO v=35,J=76->v=34,J=77 angle 00 deg)",10.11922754934834
CO,"I(CO v=34,J=82->v=31,J=81 angle 00 deg)",2.596906758497725
CO,"I(CO v=34,J=82->v=31,J=83 angle 00 deg)",2.9209067817864156
CO,"I(CO v=34,J=82->v=32,J=81 angle 00 deg)",3.830655248658713
CO,"I(CO v=34,J=82->v=32,J=83 angle 00 deg)",4.567674960826403
CO,"I(CO v=34,J=82->v=33,J=81 angle 00 deg)",7.1694782705415445
CO,"I(CO v=34,J=82->v=33,J=83 angle 00 deg)",10.20906769183995
CO,"I(CO v=41,J=14->v=38,J=13 angle 00 deg)",2.841973285347837
CO,"I(CO v=41,J=14->v=38,J=15 angle 00 deg)",2.9019620912905126
CO,"I(CO v=41,J=14->v=39,J=13 angle 00 deg)",4.286644183667506
CO,"I(CO v=41,J=14->v=39,J=15 angle 00 deg)",4.42256800289802
CO,"I(CO v=41,J=14->v=40,J=13 angle 00 deg)",8.53882278571832
CO,"I(CO v=41,J=14->v=40,J=15 angle 00 deg)",9.087032684253924
CO,"I(CO v=41,J=15->v=38,J=14 angle 00 deg)",2.841266601036622
CO,"I(CO v=41,J=15->v=38,J=16 angle 00 deg)",2.9054333348170993
CO,"I(CO v=41,J=15->v=39,J=14 angle 00 deg)",4.2841149310334465
CO,"I(CO v=41,J=15->v=39,J=16 angle 00 deg)",4.429508705038376
CO,"I(CO v=41,J=15->v=40,J=14 angle 00 deg)",8.525124783326142
CO,"I(CO v=41,J=15->v=40,J=16 angle 00 deg)",9.111593015809529
CO,"I(CO v=32,J=93->v=29,J=92 angle 00 deg)",2.5482975350432238
CO,"I(CO v=32,J=93->v=29,J=94 angle 00 deg)",2.9104386849165533
CO,"I(CO v=32,J=93->v=30,J=92 angle 00 deg)",3.74647355554846
CO,"I(CO v=32,J=93->v=30,J=94 angle 00 deg)",4.57120329905851
CO,"I(CO v=32,J=93->v=31,J=92 angle 00 deg)",6.950308955728525
CO,"I(CO v=32,J=93->v=31,J=94 angle 00 deg)",10.373960510273283
CO,"I(CO v=40,J=34->v=37,J=33 angle 00 deg)",2.7864192790786877
CO,"I(CO v=40,J=34->v=37,J=35 angle 00 deg)",2.9282072164854904
CO,"I(CO v=40,J=34->v=38,J=33 angle 00 deg)",4.174185745969428
CO,"I(CO v=40,J=34->v=38,J=35 angle 00 deg)",4.495644228978668
CO,"I(CO v=40,J=34->v=39,J=33 angle 00 deg)",8.15185814561608
CO,"I(CO v=40,J=34->v=39,J=35 angle 00 deg)",9.452697376766343
CO,"I(CO v=31,J=98->v=28,J=97 angle 00 deg)",2.524934422063934
CO,"I(CO v=31,J=98->v=28,J=99 angle 00 deg)",2.9037383423789285
CO,"I(CO v=31,J=98->v=29,J=97 angle 00 deg)",3.7066096211936364
CO,"I(CO v=31,J=98->v=29,J=99 angle 00 deg)",4.569770691125238
CO,"I(CO v=31,J=98->v=30,J=97 angle 00 deg)",6.849607061880354
CO,"I(CO v=31,J=98->v=30,J=99 angle 00 deg)",10.444469993045788
CO,"I(CO v=38,J=55->v=35,J=54 angle 00 deg)",2.712621421138483
CO,"I(CO v=38,J=55->v=35,J=56 angle 00 deg)",2.9373726692113498
CO,"I(CO v=38,J=55->v=36,J=54 angle 00 deg)",4.035545217288145
CO,"I(CO v=38,J=55->v=36,J=56 angle 00 deg)",4.545675077858016
CO,"I(CO v=38,J=55->v=37,J=54 angle 00 deg)",7.7292920855136975
CO,"I(CO v=38,J=55->v=37,J=56 angle 00 deg)",9.806886426266944
CO,"I(CO v=36,J=70->v=33,J=69 angle 00 deg)",2.652309666447744
CO,"I(CO v=36,J=70->v=33,J=71 angle 00 deg)",2.933617656767474
CO,"I(CO v=36,J=70->v=34,J=69 angle 00 deg)",3.926984775281223
CO,"I(CO v=36,J=70->v=34,J=71 angle 00 deg)",4.566204502750362
CO,"I(CO v=36,J=70->v=35,J=69 angle 00 deg)",7.423568759737334
CO,"I(CO v=36,J=70->v=35,J=71 angle 00 deg)",10.043594181550606
CO,"I(CO v=37,J=63->v=34,J=62 angle 00 deg)",2.6816074721660836
CO,"I(CO v=37,J=63->v=34,J=64 angle 00 deg)",2.936900314295425
CO,"I(CO v=37,J=63->v=35,J=62 angle 00 deg)",3.979168726759006
CO,"I(CO v=37,J=63->v=35,J=64 angle 00 deg)",4.558950484339847
CO,"I(CO v=37,J=63->v=36,J=62 angle 00 deg)",7.567675871166038
CO,"I(CO v=37,J=63->v=36,J=64 angle 00 deg)",9.936563752366249
CO,"I(CO v=41,J=16->v=38,J=15 angle 00 deg)",2.840649654158312
CO,"I(CO v=41,J=16->v=38,J=17 angle 00 deg)",2.9090024829999073
CO,"I(CO v=41,J=16->v=39,J=15 angle 00 deg)",4.28172582285829
CO,"I(CO v=41,J=16->v=39,J=17 angle 00 deg)",4.436608905291304
CO,"I(CO v=41,J=16->v=40,J=15 angle 00 deg)",8.511751225291452
CO,"I(CO v=41,J=16->v=40,J=17 angle 00 deg)",9.136568529995502
CO,"I(CO v=22,J=135->v=19,J=134 angle 00 deg)",2.33694898630066
CO,"I(CO v=22,J=135->v=19,J=136 angle 00 deg)",2.825303215295736
CO,"I(CO v=22,J=135->v=20,J=134 angle 00 deg)",3.394752088538449
CO,"I(CO v=22,J=135->v=20,J=136 angle 00 deg)",4.512991525388263
CO,"I(CO v=22,J=135->v=21,J=134 angle 00 deg)",6.108739895007721
CO,"I(CO v=22,J=135->v=21,J=136 angle 00 deg)",10.90787327031907
CO,"I(CO v=39,J=46->v=36,J=45 angle 00 deg)",2.747432604896211
CO,"I(CO v=39,J=46->v=36,J=47 angle 00 deg)",2.9372403714975563
CO,"I(CO v=39,J=46->v=37,J=45 angle 00 deg)",4.099381096846131
CO,"I(CO v=39,J=46->v=37,J=47 angle 00 deg)",4.5299636224797135
CO,"I(CO v=39,J=46->v=38,J=45 angle 00 deg)",7.915976005909406
CO,"I(CO v=39,J=46->v=38,J=47 angle 00 deg)",9.664171208291306
CO,"I(CO v=33,J=88->v=30,J=87 angle 00 deg)",2.5737712478617976
CO,"I(CO v=33,J=88->v=30,J=89 angle 00 deg)",2.9193413695013835
CO,"I(CO v=33,J=88->v=31,J=87 angle 00 deg)",3.7896172291709975
CO,"I(CO v=33,J=88->v=31,J=89 angle 00 deg)",4.576192445242794
CO,"I(CO v=33,J=88->v=32,J=87 angle 00 deg)",7.058232590106444
CO,"I(CO v=33,J=88->v=32,J=89 angle 00 deg)",10.31358660694452
CO,"I(CO v=26,J=120->v=23,J=119 angle 00 deg)",2.4169107420953986
CO,"I(CO v=26,J=120->v=23,J=121 angle 00 deg)",2.86420619241671
CO,"I(CO v=26,J=120->v=24,J=119 angle 00 deg)",3.52563076920544
CO,"I(CO v=26,J=120->v=24,J=121 angle 00 deg)",4.54774217882439
CO,"I(CO v=26,J=120->v=25,J=119 angle 00 deg)",6.409213979279204
CO,"I(CO v=26,J=120->v=25,J=121 angle 00 deg)",10.7357365276546
CO,"I(CO v=20,J=142->v=17,J=141 angle 00 deg)",2.300156949380535
CO,"I(CO v=20,J=142->v=17,J=143 angle 00 deg)",2.8067793684654956
CO,"I(CO v=20,J=142->v=18,J=141 angle 00 deg)",3.335145437525853
CO,"I(CO v=20,J=142->v=18,J=143 angle 00 deg)",4.496531059497263
CO,"I(CO v=20,J=142->v=19,J=141 angle 00 deg)",5.971310893865186
CO,"I(CO v=20,J=142->v=19,J=143 angle 00 deg)",10.98225390899131
CO,"I(CO v=27,J=116->v=24,J=115 angle 00 deg)",2.4379988249330733
CO,"I(CO v=27,J=116->v=24,J=117 angle 00 deg)",2.8736591114625707
CO,"I(CO v=27,J=116->v=25,J=115 angle 00 deg)",3.5603741527197847
CO,"I(CO v=27,J=116->v=25,J=117 angle 00 deg)",4.555329930881234
CO,"I(CO v=27,J=116->v=26,J=115 angle 00 deg)",6.491010298340011
CO,"I(CO v=27,J=116->v=26,J=117 angle 00 deg)",10.68912116027874
CO,"I(CO v=41,J=17->v=38,J=16 angle 00 deg)",2.840122462567869
CO,"I(CO v=41,J=17->v=38,J=18 angle 00 deg)",2.9126701989947867
CO,"I(CO v=41,J=17->v=39,J=16 angle 00 deg)",4.279476761849449
CO,"I(CO v=41,J=17->v=39,J=18 angle 00 deg)",4.4438698364005536
CO,"I(CO v=41,J=17->v=40,J=16 angle 00 deg)",8.49870047121632
CO,"I(CO v=41,J=17->v=40,J=18 angle 00 deg)",9.161963850039633
CO,"I(CO v=30,J=103->v=27,J=102 angle 00 deg)",2.5035744936662523
CO,"I(CO v=30,J=103->v=27,J=104 angle 00 deg)",2.8991736799003895
CO,"I(CO v=30,J=103->v=28,J=102 angle 00 deg)",3.669867794889283
CO,"I(CO v=30,J=103->v=28,J=104 angle 00 deg)",4.571852030650296
CO,"I(CO v=30,J=103->v=29,J=102 angle 00 deg)",6.755618131850179
CO,"I(CO v=30,J=103->v=29,J=104 angle 00 deg)",10.525064291223709
CO,"I(CO v=25,J=124->v=22,J=123 angle 00 deg)",2.3970237746524763
CO,"I(CO v=25,J=124->v=22,J=125 angle 00 deg)",2.856018937920628
CO,"I(CO v=25,J=124->v=23,J=123 angle 00 deg)",3.4927416369859654
CO,"I(CO v=25,J=124->v=23,J=125 angle 00 deg)",4.542212312132259
CO,"I(CO v=25,J=124->v=24,J=123 angle 00 deg)",6.331405416233324
CO,"I(CO v=25,J=124->v=24,J=125 angle 00 deg)",10.788651866456737
CO,"I(CO v=40,J=35->v=37,J=34 angle 00 deg)",2.7874509853510556
CO,"I(CO v=40,J=35->v=37,J=36 angle 00 deg)",2.933564176784978
CO,"I(CO v=40,J=35->v=38,J=34 angle 00 deg)",4.174375573312275
CO,"I(CO v=40,J=35->v=38,J=36 angle 00 deg)",4.505659366257808
CO,"I(CO v=40,J=35->v=39,J=34 angle 00 deg)",8.14444849775427
CO,"I(CO v=40,J=35->v=39,J=36 angle 00 deg)",9.485391828518532
CO,"I(CO v=41,J=18->v=38,J=17 angle 00 deg)",2.8396851147596016
CO,"I(CO v=41,J=18->v=38,J=19 angle 00 deg)",2.9164370822649635
CO,"I(CO v=41,J=18->v=39,J=17 angle 00 deg)",4.277367677093933
CO,"I(CO v=41,J=18->v=39,J=19 angle 00 deg)",4.451292635636585
CO,"I(CO v=41,J=18->v=40,J=17 angle 00 deg)",8.485970947301333
CO,"I(CO v=41,J=18->v=40,J=19 angle 00 deg)",9.187783997548474
CO,"I(CO v=28,J=112->v=25,J=111 angle 00 deg)",2.460387022706045
CO,"I(CO v=28,J=112->v=25,J=113 angle 00 deg)",2.884478557538164
CO,"I(CO v=28,J=112->v=26,J=111 angle 00 deg)",3.5971629740963795
CO,"I(CO v=28,J=112->v=26,J=113 angle 00 deg)",4.56519717069432
CO,"I(CO v=28,J=112->v=27,J=111 angle 00 deg)",6.577291315100176
CO,"I(CO v=28,J=112->v=27,J=113 angle 00 deg)",10.649524290335927
CO,"I(CO v=35,J=77->v=32,J=76 angle 00 deg)",2.627203217922919
CO,"I(CO v=35,J=77->v=32,J=78 angle 00 deg)",2.9347388312366034
CO,"I(CO v=35,J=77->v=33,J=76 angle 00 deg)",3.881353414599111
CO,"I(CO v=35,J=77->v=33,J=78 angle 00 deg)",4.580615085738422
CO,"I(CO v=35,J=77->v=34,J=76 angle 00 deg)",7.294135379784747
CO,"I(CO v=35,J=77->v=34,J=78 angle 00 deg)",10.170442586525995
CO,"I(CO v=24,J=128->v=21,J=127 angle 00 deg)",2.3783619563199903
CO,"I(CO v=24,J=128->v=21,J=129 angle 00 deg)",2.849182738699734
CO,"I(CO v=24,J=128->v=22,J=127 angle 00 deg)",3.461612608207704
CO,"I(CO v=24,J=128->v=22,J=129 angle 00 deg)",4.538670987081463
CO,"I(CO v=24,J=128->v=23,J=127 angle 00 deg)",6.257312201815292
CO,"I(CO v=24,J=128->v=23,J=129 angle 00 deg)",10.847632770242118
CO,"I(CO v=38,J=56->v=35,J=55 angle 00 deg)",2.7153266838460537
CO,"I(CO v=38,J=56->v=35,J=57 angle 00 deg)",2.944662785736594
CO,"I(CO v=38,J=56->v=36,J=55 angle 00 deg)",4.038316559933708
CO,"I(CO v=38,J=56->v=36,J=57 angle 00 deg)",4.5589013312752575
CO,"I(CO v=38,J=56->v=37,J=55 angle 00 deg)",7.72761791757471
CO,"I(CO v=38,J=56->v=37,J=57 angle 00 deg)",9.8486812257797
CO,"I(CO v=34,J=83->v=31,J=82 angle 00 deg)",2.60145302008656
CO,"I(CO v=34,J=83->v=31,J=84 angle 00 deg)",2.9304932275164712
CO,"I(CO v=34,J=83->v=32,J=82 angle 00 deg)",3.8362231133880953
CO,"I(CO v=34,J=83->v=32,J=84 angle 00 deg)",4.584812291105161
CO,"I(CO v=34,J=83->v=33,J=82 angle 00 deg)",7.173784074626651
CO,"I(CO v=34,J=83->v=33,J=84 angle 00 deg)",10.263082070126002
