Molecule,IStr,Wavelength_micron
CO,"I(CO v=40,J=24->v=39,J=23 angle 00 deg)",8.242167063746766
CO,"I(CO v=40,J=24->v=39,J=25 angle 00 deg)",9.152226325902616
CO,"I(CO v=17,J=150->v=14,J=149 angle 00 deg)",2.2322483504438706
CO,"I(CO v=17,J=150->v=15,J=149 angle 00 deg)",3.230120848131692
CO,"I(CO v=17,J=150->v=16,J=149 angle 00 deg)",5.754987067462393
CO,"I(CO v=30,J=100->v=27,J=99 angle 00 deg)",2.4869664127234214
CO,"I(CO v=30,J=100->v=27,J=101 angle 00 deg)",2.8664543365444133
CO,"I(CO v=30,J=100->v=28,J=99 angle 00 deg)",3.6486957793422614
CO,"I(CO v=30,J=100->v=28,J=101 angle 00 deg)",4.5134986664368615
CO,"I(CO v=30,J=100->v=29,J=99 angle 00 deg)",6.733270025227489
CO,"I(CO v=30,J=100->v=29,J=101 angle 00 deg)",10.338479149387299
CO,"I(CO v=32,J=90->v=29,J=89 angle 00 deg)",2.5333161038717167
CO,"I(CO v=32,J=90->v=29,J=91 angle 00 deg)",2.879977934856123
CO,"I(CO v=32,J=90->v=30,J=89 angle 00 deg)",3.7277243191226663
CO,"I(CO v=32,J=90->v=30,J=91 angle 00 deg)",4.516837333988868
CO,"I(CO v=32,J=90->v=31,J=89 angle 00 deg)",6.932916425937558
CO,"I(CO v=32,J=90->v=31,J=91 angle 00 deg)",10.201619355551781
CO,"I(CO v=20,J=140->v=16,J=139 angle 00 deg)",1.7362819416586945
CO,"I(CO v=20,J=140->v=17,J=139 angle 00 deg)",2.2859144591272518
CO,"I(CO v=20,J=140->v=17,J=141 angle 00 deg)",2.780098471376608
CO,"I(CO v=20,J=140->v=18,J=139 angle 00 deg)",3.3163914859031123
CO,"I(CO v=20,J=140->v=18,J=141 angle 00 deg)",4.448724115227346
CO,"I(CO v=20,J=140->v=19,J=139 angle 00 deg)",5.9471627124544915
CO,"I(CO v=20,J=140->v=19,J=141 angle 00 deg)",10.82087528573352
CO,"I(CO v=20,J=140->v=20,J=139 angle 00 deg)",26.826765517164237
CO,"I(CO v=39,J=39->v=36,J=38 angle 00 deg)",2.7358676628797305
CO,"I(CO v=39,J=39->v=36,J=40 angle 00 deg)",2.895094192588519
CO,"I(CO v=39,J=39->v=37,J=38 angle 00 deg)",4.0912347280382235
CO,"I(CO v=39,J=39->v=37,J=40 angle 00 deg)",4.452264869019255
CO,"I(CO v=39,J=39->v=38,J=38 angle 00 deg)",7.951963468217023
CO,"I(CO v=39,J=39->v=38,J=40 angle 00 deg)",9.414533434540544
CO,"I(CO v=22,J=133->v=19,J=132 angle 00 deg)",2.3232156425811907
CO,"I(CO v=22,J=133->v=19,J=134 angle 00 deg)",2.7994690698556166
CO,"I(CO v=22,J=133->v=20,J=132 angle 00 deg)",3.3767454428558747
CO,"I(CO v=22,J=133->v=20,J=134 angle 00 deg)",4.4667872232904315
CO,"I(CO v=22,J=133->v=21,J=132 angle 00 deg)",6.0857446148635645
CO,"I(CO v=22,J=133->v=21,J=134 angle 00 deg)",10.752443507632867
CO,"I(CO v=36,J=66->v=33,J=65 angle 00 deg)",2.638151752735145
CO,"I(CO v=36,J=66->v=33,J=67 angle 00 deg)",2.900536878888654
CO,"I(CO v=36,J=66->v=34,J=65 angle 00 deg)",3.9107606412086873
CO,"I(CO v=36,J=66->v=34,J=67 angle 00 deg)",4.506711523655126
CO,"I(CO v=36,J=66->v=35,J=65 angle 00 deg)",7.418850030013938
CO,"I(CO v=36,J=66->v=35,J=67 angle 00 deg)",9.856467353230617
CO,"I(CO v=34,J=79->v=31,J=78 angle 00 deg)",2.5838703840780353
CO,"I(CO v=34,J=79->v=31,J=80 angle 00 deg)",2.8930293531556313
CO,"I(CO v=34,J=79->v=32,J=78 angle 00 deg)",3.814826051835272
CO,"I(CO v=34,J=79->v=32,J=80 angle 00 deg)",4.517801852966234
CO,"I(CO v=34,J=79->v=33,J=78 angle 00 deg)",7.158164409456159
CO,"I(CO v=34,J=79->v=33,J=80 angle 00 deg)",10.051925233522022
CO,"I(CO v=40,J=25->v=37,J=24 angle 00 deg)",2.781130635599054
CO,"I(CO v=40,J=25->v=37,J=26 angle 00 deg)",2.884752397147137
CO,"I(CO v=40,J=25->v=38,J=24 angle 00 deg)",4.178587015535145
CO,"I(CO v=40,J=25->v=38,J=26 angle 00 deg)",4.413412382609552
CO,"I(CO v=40,J=25->v=39,J=24 angle 00 deg)",8.231801556420766
CO,"I(CO v=40,J=25->v=39,J=26 angle 00 deg)",9.180200290184919
CO,"I(CO v=38,J=50->v=35,J=49 angle 00 deg)",2.700480870638199
CO,"I(CO v=38,J=50->v=35,J=51 angle 00 deg)",2.9027519080530686
CO,"I(CO v=38,J=50->v=36,J=49 angle 00 deg)",4.023752791481617
CO,"I(CO v=38,J=50->v=36,J=51 angle 00 deg)",4.4826580169226835
CO,"I(CO v=38,J=50->v=37,J=49 angle 00 deg)",7.741785037655642
CO,"I(CO v=38,J=50->v=37,J=51 angle 00 deg)",9.60708618301857
CO,"I(CO v=35,J=73->v=32,J=72 angle 00 deg)",2.611132508187735
CO,"I(CO v=35,J=73->v=32,J=74 angle 00 deg)",2.8992223525261074
CO,"I(CO v=35,J=73->v=33,J=72 angle 00 deg)",3.862238823539158
CO,"I(CO v=35,J=73->v=33,J=74 angle 00 deg)",4.516956838472543
CO,"I(CO v=35,J=73->v=34,J=72 angle 00 deg)",7.283326057517324
CO,"I(CO v=35,J=73->v=34,J=74 angle 00 deg)",9.970190044651146
CO,"I(CO v=33,J=85->v=30,J=84 angle 00 deg)",2.5596078158694415
CO,"I(CO v=33,J=85->v=30,J=86 angle 00 deg)",2.889964410706394
CO,"I(CO v=33,J=85->v=31,J=84 angle 00 deg)",3.7720997287228375
CO,"I(CO v=33,J=85->v=31,J=86 angle 00 deg)",4.5237190608046145
CO,"I(CO v=33,J=85->v=32,J=84 angle 00 deg)",7.043429568314069
CO,"I(CO v=33,J=85->v=32,J=86 angle 00 deg)",10.147787662322143
CO,"I(CO v=29,J=105->v=26,J=104 angle 00 deg)",2.4667231904422886
CO,"I(CO v=29,J=105->v=26,J=106 angle 00 deg)",2.8628205490712824
CO,"I(CO v=29,J=105->v=27,J=104 angle 00 deg)",3.6137344118524597
CO,"I(CO v=29,J=105->v=27,J=106 angle 00 deg)",4.5169502369778565
CO,"I(CO v=29,J=105->v=28,J=104 angle 00 deg)",6.643373897713445
CO,"I(CO v=29,J=105->v=28,J=106 angle 00 deg)",10.421979750397385
CO,"I(CO v=18,J=147->v=15,J=146 angle 00 deg)",2.2518078949529676
CO,"I(CO v=18,J=147->v=15,J=148 angle 00 deg)",2.764089593533719
CO,"I(CO v=18,J=147->v=16,J=146 angle 00 deg)",3.2609462784090852
CO,"I(CO v=18,J=147->v=16,J=148 angle 00 deg)",4.436159199854193
CO,"I(CO v=18,J=147->v=17,J=146 angle 00 deg)",5.821295970365712
CO,"I(CO v=18,J=147->v=17,J=148 angle 00 deg)",10.915850836789469
CO,"I(CO v=39,J=40->v=36,J=39 angle 00 deg)",2.7372524939458223
CO,"I(CO v=39,J=40->v=36,J=41 angle 00 deg)",2.9007805434355256
CO,"I(CO v=39,J=40->v=37,J=39 angle 00 deg)",4.091994974718124
CO,"I(CO v=39,J=40->v=37,J=41 angle 00 deg)",4.4628025059430225
CO,"I(CO v=39,J=40->v=38,J=39 angle 00 deg)",7.945980234738325
CO,"I(CO v=39,J=40->v=38,J=41 angle 00 deg)",9.448597673695469
CO,"I(CO v=40,J=26->v=37,J=25 angle 00 deg)",2.7813668559497207
CO,"I(CO v=40,J=26->v=37,J=27 angle 00 deg)",2.889168839709419
CO,"I(CO v=40,J=26->v=38,J=25 angle 00 deg)",4.17755871039002
CO,"I(CO v=40,J=26->v=38,J=27 angle 00 deg)",4.421867478312651
CO,"I(CO v=40,J=26->v=39,J=25 angle 00 deg)",8.221734232254587
CO,"I(CO v=40,J=26->v=39,J=27 angle 00 deg)",9.208619583061427
CO,"I(CO v=37,J=59->v=34,J=58 angle 00 deg)",2.6693785373717054
CO,"I(CO v=37,J=59->v=34,J=60 angle 00 deg)",2.9061764443432607
CO,"I(CO v=37,J=59->v=35,J=58 angle 00 deg)",3.965887246592214
CO,"I(CO v=37,J=59->v=35,J=60 angle 00 deg)",4.5034478756583285
CO,"I(CO v=37,J=59->v=36,J=58 angle 00 deg)",7.569316994104671
CO,"I(CO v=37,J=59->v=36,J=60 angle 00 deg)",9.761647904001318
CO,"I(CO v=26,J=118->v=23,J=117 angle 00 deg)",2.4042018003994925
CO,"I(CO v=26,J=118->v=23,J=119 angle 00 deg)",2.839986619328829
CO,"I(CO v=26,J=118->v=24,J=117 angle 00 deg)",3.509099571074942
CO,"I(CO v=26,J=118->v=24,J=119 angle 00 deg)",4.504500286293888
CO,"I(CO v=26,J=118->v=25,J=117 angle 00 deg)",6.389447019303392
CO,"I(CO v=26,J=118->v=25,J=119 angle 00 deg)",10.594523122792694
CO,"I(CO v=25,J=122->v=22,J=121 angle 00 deg)",2.383989932725022
CO,"I(CO v=25,J=122->v=22,J=123 angle 00 deg)",2.8312965759649606
CO,"I(CO v=25,J=122->v=23,J=121 angle 00 deg)",3.4757311920126384
CO,"I(CO v=25,J=122->v=23,J=123 angle 00 deg)",4.498039245164415
CO,"I(CO v=25,J=122->v=24,J=121 angle 00 deg)",6.31067298473966
CO,"I(CO v=25,J=122->v=24,J=123 angle 00 deg)",10.64352060448197
CO,"I(CO v=27,J=114->v=24,J=113 angle 00 deg)",2.4256190490484566
CO,"I(CO v=27,J=114->v=24,J=115 angle 00 deg)",2.8499360369094826
CO,"I(CO v=27,J=114->v=25,J=113 angle 00 deg)",3.544332109199624
CO,"I(CO v=27,J=114->v=25,J=115 angle 00 deg)",4.513002803009547
CO,"I(CO v=27,J=114->v=26,J=113 angle 00 deg)",6.4722371390627735
CO,"I(CO v=27,J=114->v=26,J=115 angle 00 deg)",10.551659716110978
CO,"I(CO v=40,J=27->v=37,J=26 angle 00 deg)",2.781690275843912
CO,"I(CO v=40,J=27->v=37,J=28 angle 00 deg)",2.893686218397398
CO,"I(CO v=40,J=27->v=38,J=26 angle 00 deg)",4.176664566346892
CO,"I(CO v=40,J=27->v=38,J=28 angle 00 deg)",4.430489188706331
CO,"I(CO v=40,J=27->v=39,J=26 angle 00 deg)",8.211964799532623
CO,"I(CO v=40,J=27->v=39,J=28 angle 00 deg)",9.237489473141416
CO,"I(CO v=24,J=126->v=21,J=125 angle 00 deg)",2.3649974941676852
CO,"I(CO v=24,J=126->v=21,J=127 angle 00 deg)",2.8239350244997596
CO,"I(CO v=24,J=126->v=22,J=125 angle 00 deg)",3.444133615756331
CO,"I(CO v=24,J=126->v=22,J=127 angle 00 deg)",4.493553080501811
CO,"I(CO v=24,J=126->v=23,J=125 angle 00 deg)",6.235654731722613
CO,"I(CO v=24,J=126->v=23,J=127 angle 00 deg)",10.698462979746065
CO,"I(CO v=21,J=137->v=18,J=136 angle 00 deg)",2.3072472003663798
CO,"I(CO v=21,J=137->v=18,J=138 angle 00 deg)",2.795316438573954
CO,"I(CO v=21,J=137->v=19,J=136 angle 00 deg)",3.3496484909101962
CO,"I(CO v=21,J=137->v=19,J=138 angle 00 deg)",4.467189241617137
CO,"I(CO v=21,J=137->v=20,J=136 angle 00 deg)",6.017680462241748
CO,"I(CO v=21,J=137->v=20,J=138 angle 00 deg)",10.812864675109065
CO,"I(CO v=38,J=51->v=35,J=50 angle 00 deg)",2.7027267141704625
CO,"I(CO v=38,J=51->v=35,J=52 angle 00 deg)",2.909437133585363
CO,"I(CO v=38,J=51->v=36,J=50 angle 00 deg)",4.025839259879041
CO,"I(CO v=38,J=51->v=36,J=52 angle 00 deg)",4.4948555324135135
CO,"I(CO v=38,J=51->v=37,J=50 angle 00 deg)",7.738739818028686
CO,"I(CO v=38,J=51->v=37,J=52 angle 00 deg)",9.645856189729177
CO,"I(CO v=39,J=41->v=36,J=40 angle 00 deg)",2.73872556713052
CO,"I(CO v=39,J=41->v=36,J=42 angle 00 deg)",2.906576434233045
CO,"I(CO v=39,J=41->v=37,J=40 angle 00 deg)",4.0928886564157025
CO,"I(CO v=39,J=41->v=37,J=42 angle 00 deg)",4.47352384697394
CO,"I(CO v=39,J=41->v=38,J=40 angle 00 deg)",7.94027749345884
CO,"I(CO v=39,J=41->v=38,J=42 angle 00 deg)",9.483181685598552
CO,"I(CO v=36,J=67->v=33,J=66 angle 00 deg)",2.641548421946149
CO,"I(CO v=36,J=67->v=33,J=68 angle 00 deg)",2.9086078358993195
CO,"I(CO v=36,J=67->v=34,J=66 angle 00 deg)",3.9146069044277825
CO,"I(CO v=36,J=67->v=34,J=68 angle 00 deg)",4.521241191256676
CO,"I(CO v=36,J=67->v=35,J=66 angle 00 deg)",7.419629457650051
CO,"I(CO v=36,J=67->v=35,J=68 angle 00 deg)",9.90219594811634
CO,"I(CO v=31,J=96->v=28,J=95 angle 00 deg)",2.5142991192661626
CO,"I(CO v=31,J=96->v=28,J=97 angle 00 deg)",2.882528101894605
CO,"I(CO v=31,J=96->v=29,J=95 angle 00 deg)",3.6931490718487456
CO,"I(CO v=31,J=96->v=29,J=97 angle 00 deg)",4.531938491128552
CO,"I(CO v=31,J=96->v=30,J=95 angle 00 deg)",6.836068414758855
CO,"I(CO v=31,J=96->v=30,J=97 angle 00 deg)",10.324010875127946
CO,"I(CO v=19,J=144->v=16,J=143 angle 00 deg)",2.2720862992523285
CO,"I(CO v=19,J=144->v=16,J=145 angle 00 deg)",2.7784252355198626
CO,"I(CO v=19,J=144->v=17,J=143 angle 00 deg)",3.2929535238773364
CO,"I(CO v=19,J=144->v=17,J=145 angle 00 deg)",4.454090763341311
CO,"I(CO v=19,J=144->v=18,J=143 angle 00 deg)",5.889552976594646
CO,"I(CO v=19,J=144->v=18,J=145 angle 00 deg)",10.908476958555696
CO,"I(CO v=32,J=91->v=29,J=90 angle 00 deg)",2.538207034700085
CO,"I(CO v=32,J=91->v=29,J=92 angle 00 deg)",2.8899760836412893
CO,"I(CO v=32,J=91->v=30,J=90 angle 00 deg)",3.7338258935707307
CO,"I(CO v=32,J=91->v=30,J=92 angle 00 deg)",4.5346858573309285
CO,"I(CO v=32,J=91->v=31,J=90 angle 00 deg)",6.938449131047318
CO,"I(CO v=32,J=91->v=31,J=92 angle 00 deg)",10.258170848898338
CO,"I(CO v=34,J=80->v=31,J=79 angle 00 deg)",2.5881166956097563
CO,"I(CO v=34,J=80->v=31,J=81 angle 00 deg)",2.902177197825535
CO,"I(CO v=34,J=80->v=32,J=79 angle 00 deg)",3.8199583856159225
CO,"I(CO v=34,J=80->v=32,J=81 angle 00 deg)",4.534174081304142
CO,"I(CO v=34,J=80->v=33,J=79 angle 00 deg)",7.161670758055165
CO,"I(CO v=34,J=80->v=33,J=81 angle 00 deg)",10.10350516194931
CO,"I(CO v=40,J=28->v=37,J=27 angle 00 deg)",2.7821011368389246
CO,"I(CO v=40,J=28->v=37,J=29 angle 00 deg)",2.898305389360436
CO,"I(CO v=40,J=28->v=38,J=27 angle 00 deg)",4.175904934957321
CO,"I(CO v=40,J=28->v=38,J=29 angle 00 deg)",4.439279077887304
CO,"I(CO v=40,J=28->v=39,J=27 angle 00 deg)",8.202492120977052
CO,"I(CO v=40,J=28->v=39,J=29 angle 00 deg)",9.266815644212588
CO,"I(CO v=28,J=110->v=25,J=109 angle 00 deg)",2.4483358774045083
CO,"I(CO v=28,J=110->v=25,J=111 angle 00 deg)",2.8612382229240287
CO,"I(CO v=28,J=110->v=26,J=109 angle 00 deg)",3.5816077307327836
CO,"I(CO v=28,J=110->v=26,J=111 angle 00 deg)",4.523745341315364
CO,"I(CO v=28,J=110->v=27,J=109 angle 00 deg)",6.559510810096334
CO,"I(CO v=28,J=110->v=27,J=111 angle 00 deg)",10.515558683099037
CO,"I(CO v=30,J=101->v=27,J=100 angle 00 deg)",2.4923959683458414
CO,"I(CO v=30,J=101->v=27,J=102 angle 00 deg)",2.8771950308881564
CO,"I(CO v=30,J=101->v=28,J=100 angle 00 deg)",3.655600839024177
CO,"I(CO v=30,J=101->v=28,J=102 angle 00 deg)",4.532655756319022
CO,"I(CO v=30,J=101->v=29,J=100 angle 00 deg)",6.740453283728825
CO,"I(CO v=30,J=101->v=29,J=102 angle 00 deg)",10.399682839852268
CO,"I(CO v=23,J=130->v=20,J=129 angle 00 deg)",2.3468667554250313
CO,"I(CO v=23,J=130->v=20,J=131 angle 00 deg)",2.8173493883059204
CO,"I(CO v=23,J=130->v=21,J=129 angle 00 deg)",3.414434082549403
CO,"I(CO v=23,J=130->v=21,J=131 angle 00 deg)",4.491390934569004
CO,"I(CO v=23,J=130->v=22,J=129 angle 00 deg)",6.164267425314208
CO,"I(CO v=23,J=130->v=22,J=131 angle 00 deg)",10.759534504556193
CO,"I(CO v=35,J=74->v=32,J=73 angle 00 deg)",2.6150036810722685
CO,"I(CO v=35,J=74->v=32,J=75 angle 00 deg)",2.9078918571848527
CO,"I(CO v=35,J=74->v=33,J=73 angle 00 deg)",3.8668036308006832
CO,"I(CO v=35,J=74->v=33,J=75 angle 00 deg)",4.532507666450326
CO,"I(CO v=35,J=74->v=34,J=73 angle 00 deg)",7.2856288425034155
CO,"I(CO v=35,J=74->v=34,J=75 angle 00 deg)",10.019115938157572
CO,"I(CO v=37,J=60->v=34,J=59 angle 00 deg)",2.672295630292736
CO,"I(CO v=37,J=60->v=34,J=61 angle 00 deg)",2.913667011673087
CO,"I(CO v=37,J=60->v=35,J=59 angle 00 deg)",3.9690003740327535
CO,"I(CO v=37,J=60->v=35,J=61 angle 00 deg)",4.516997400657232
CO,"I(CO v=37,J=60->v=36,J=59 angle 00 deg)",7.568502171391756
CO,"I(CO v=37,J=60->v=36,J=61 angle 00 deg)",9.804396646681177
CO,"I(CO v=33,J=86->v=30,J=85 angle 00 deg)",2.5642274784277657
CO,"I(CO v=33,J=86->v=30,J=87 angle 00 deg)",2.8996057626616842
CO,"I(CO v=33,J=86->v=31,J=85 angle 00 deg)",3.7777921601279796
CO,"I(CO v=33,J=86->v=31,J=87 angle 00 deg)",4.540945621944195
CO,"I(CO v=33,J=86->v=32,J=85 angle 00 deg)",7.048098226912013
CO,"I(CO v=33,J=86->v=32,J=87 angle 00 deg)",10.20219912947665
CO,"I(CO v=39,J=42->v=36,J=41 angle 00 deg)",2.74028734052381
CO,"I(CO v=39,J=42->v=36,J=43 angle 00 deg)",2.9124829605016864
CO,"I(CO v=39,J=42->v=37,J=41 angle 00 deg)",4.093916395071451
CO,"I(CO v=39,J=42->v=37,J=43 angle 00 deg)",4.484430981771496
CO,"I(CO v=39,J=42->v=38,J=41 angle 00 deg)",7.9348551063771104
CO,"I(CO v=39,J=42->v=38,J=43 angle 00 deg)",9.518292678861332
CO,"I(CO v=40,J=29->v=37,J=28 angle 00 deg)",2.782599723021335
CO,"I(CO v=40,J=29->v=37,J=30 angle 00 deg)",2.9030271762715967
CO,"I(CO v=40,J=29->v=38,J=28 angle 00 deg)",4.175279960399858
CO,"I(CO v=40,J=29->v=38,J=30 angle 00 deg)",4.448238751377942
CO,"I(CO v=40,J=29->v=39,J=28 angle 00 deg)",8.19331579150761
CO,"I(CO v=40,J=29->v=39,J=30 angle 00 deg)",9.296604207399124
CO,"I(CO v=38,J=52->v=35,J=51 angle 00 deg)",2.7050629667067216
CO,"I(CO v=38,J=52->v=35,J=53 angle 00 deg)",2.916240338178772
CO,"I(CO v=38,J=52->v=36,J=51 angle 00 deg)",4.0280608658264585
CO,"I(CO v=38,J=52->v=36,J=53 angle 00 deg)",4.507253304701883
CO,"I(CO v=38,J=52->v=37,J=51 angle 00 deg)",7.735967072336053
CO,"I(CO v=38,J=52->v=37,J=53 angle 00 deg)",9.685211653689729
CO,"I(CO v=29,J=106->v=26,J=105 angle 00 deg)",2.472422072891393
CO,"I(CO v=29,J=106->v=26,J=107 angle 00 deg)",2.873949524891023
CO,"I(CO v=29,J=106->v=27,J=105 angle 00 deg)",3.6210373163201335
CO,"I(CO v=29,J=106->v=27,J=107 angle 00 deg)",4.5367993395053015
CO,"I(CO v=29,J=106->v=28,J=105 angle 00 deg)",6.651354071599701
CO,"I(CO v=29,J=106->v=28,J=107 angle 00 deg)",10.485727265038776
CO,"I(CO v=36,J=68->v=33,J=67 angle 00 deg)",2.645039632742801
CO,"I(CO v=36,J=68->v=33,J=69 angle 00 deg)",2.9168103306486164
CO,"I(CO v=36,J=68->v=34,J=67 angle 00 deg)",3.9185921156021593
CO,"I(CO v=36,J=68->v=34,J=69 angle 00 deg)",4.535997579247559
CO,"I(CO v=36,J=68->v=35,J=67 angle 00 deg)",7.420674643424271
CO,"I(CO v=36,J=68->v=35,J=69 angle 00 deg)",9.948618242202848
CO,"I(CO v=20,J=141->v=17,J=140 angle 00 deg)",2.292976319819472
CO,"I(CO v=20,J=141->v=17,J=142 angle 00 deg)",2.7933365079528656
CO,"I(CO v=20,J=141->v=18,J=140 angle 00 deg)",3.3256858531582236
CO,"I(CO v=20,J=141->v=18,J=142 angle 00 deg)",4.472441288593772
CO,"I(CO v=20,J=141->v=19,J=140 angle 00 deg)",5.959104250552329
CO,"I(CO v=20,J=141->v=19,J=142 angle 00 deg)",10.900863317006717
CO,"I(CO v=22,J=134->v=19,J=133 angle 00 deg)",2.33002513513728
CO,"I(CO v=22,J=134->v=19,J=135 angle 00 deg)",2.8122890894284276
CO,"I(CO v=22,J=134->v=20,J=133 angle 00 deg)",3.385669037511503
CO,"I(CO v=22,J=134->v=20,J=135 angle 00 deg)",4.489713587255937
CO,"I(CO v=22,J=134->v=21,J=133 angle 00 deg)",6.0971073582202315
CO,"I(CO v=22,J=134->v=21,J=135 angle 00 deg)",10.829482189984457
CO,"I(CO v=40,J=30->v=37,J=29 angle 00 deg)",2.783186335373627
CO,"I(CO v=40,J=30->v=37,J=31 angle 00 deg)",2.907852454454106
CO,"I(CO v=40,J=30->v=38,J=29 angle 00 deg)",4.1747899288387895
CO,"I(CO v=40,J=30->v=38,J=31 angle 00 deg)",4.4573699232245545
CO,"I(CO v=40,J=30->v=39,J=29 angle 00 deg)",8.184435236829334
CO,"I(CO v=40,J=30->v=39,J=31 angle 00 deg)",9.326861133606135
CO,"I(CO v=41,J=0->v=38,J=1 angle 00 deg)",2.863363886583028
CO,"I(CO v=41,J=0->v=39,J=1 angle 00 deg)",4.341568724996613
CO,"I(CO v=41,J=0->v=40,J=1 angle 00 deg)",8.784504786869748
CO,"I(CO v=41,J=1->v=38,J=0 angle 00 deg)",2.8593363227597792
CO,"I(CO v=41,J=1->v=38,J=2 angle 00 deg)",2.8655148415466636
CO,"I(CO v=41,J=1->v=39,J=0 angle 00 deg)",4.332383224630602
CO,"I(CO v=41,J=1->v=39,J=2 angle 00 deg)",4.346380283163215
CO,"I(CO v=41,J=1->v=40,J=0 angle 00 deg)",8.747256799427184
CO,"I(CO v=41,J=1->v=40,J=2 angle 00 deg)",8.803667433478147
CO,"I(CO v=41,J=2->v=38,J=1 angle 00 deg)",2.857459173549213
CO,"I(CO v=41,J=2->v=38,J=3 angle 00 deg)",2.8677576345206353
CO,"I(CO v=41,J=2->v=39,J=1 angle 00 deg)",4.328008122885261
CO,"I(CO v=41,J=2->v=39,J=3 angle 00 deg)",4.351338681366646
CO,"I(CO v=41,J=2->v=40,J=1 angle 00 deg)",8.729165668183779
CO,"I(CO v=41,J=2->v=40,J=3 angle 00 deg)",8.823193268140322
CO,"I(CO v=39,J=43->v=36,J=42 angle 00 deg)",2.741938365784475
CO,"I(CO v=39,J=43->v=36,J=44 angle 00 deg)",2.9185013879633943
CO,"I(CO v=39,J=43->v=37,J=42 angle 00 deg)",4.095078839900272
CO,"I(CO v=39,J=43->v=37,J=44 angle 00 deg)",4.4955262540239564
CO,"I(CO v=39,J=43->v=38,J=42 angle 00 deg)",7.929713619837373
CO,"I(CO v=39,J=43->v=38,J=44 angle 00 deg)",9.553938951025048
CO,"I(CO v=41,J=3->v=38,J=2 angle 00 deg)",2.8556728630325687
CO,"I(CO v=41,J=3->v=38,J=4 angle 00 deg)",2.870092497040992
CO,"I(CO v=41,J=3->v=39,J=2 angle 00 deg)",4.323777477410146
CO,"I(CO v=41,J=3->v=39,J=4 angle 00 deg)",4.356444445645718
CO,"I(CO v=41,J=3->v=40,J=2 angle 00 deg)",8.71142639247939
CO,"I(CO v=41,J=3->v=40,J=4 angle 00 deg)",8.843085006986302
CO,"I(CO v=37,J=61->v=34,J=60 angle 00 deg)",2.6753055509158927
CO,"I(CO v=37,J=61->v=34,J=62 angle 00 deg)",2.921283367074453
CO,"I(CO v=37,J=61->v=35,J=60 angle 00 deg)",3.972250863943236
CO,"I(CO v=37,J=61->v=35,J=62 angle 00 deg)",4.530762155329619
CO,"I(CO v=37,J=61->v=36,J=60 angle 00 deg)",7.567956315384919
CO,"I(CO v=37,J=61->v=36,J=62 angle 00 deg)",9.847791232348056
CO,"I(CO v=41,J=4->v=38,J=3 angle 00 deg)",2.8539771367071065
CO,"I(CO v=41,J=4->v=38,J=5 angle 00 deg)",2.872519815447744
CO,"I(CO v=41,J=4->v=39,J=3 angle 00 deg)",4.319690653954218
CO,"I(CO v=41,J=4->v=39,J=5 angle 00 deg)",4.3616983839079015
CO,"I(CO v=41,J=4->v=40,J=3 angle 00 deg)",8.694036150062145
CO,"I(CO v=41,J=4->v=40,J=5 angle 00 deg)",8.863346232122746
CO,"I(CO v=41,J=5->v=38,J=4 angle 00 deg)",2.8523718658632964
CO,"I(CO v=41,J=5->v=38,J=6 angle 00 deg)",2.8750398840303637
CO,"I(CO v=41,J=5->v=39,J=4 angle 00 deg)",4.31574717129702
CO,"I(CO v=41,J=5->v=39,J=6 angle 00 deg)",4.367101271183286
CO,"I(CO v=41,J=5->v=40,J=4 angle 00 deg)",8.67699245097137
CO,"I(CO v=41,J=5->v=40,J=6 angle 00 deg)",8.883979831495289
CO,"I(CO v=26,J=119->v=23,J=118 angle 00 deg)",2.4104998450744515
CO,"I(CO v=26,J=119->v=23,J=120 angle 00 deg)",2.852004154593663
CO,"I(CO v=26,J=119->v=24,J=118 angle 00 deg)",3.5172853936157247
CO,"I(CO v=26,J=119->v=24,J=120 angle 00 deg)",4.52595529309521
CO,"I(CO v=26,J=119->v=25,J=118 angle 00 deg)",6.399196122920252
CO,"I(CO v=26,J=119->v=25,J=120 angle 00 deg)",10.664540226693703
CO,"I(CO v=34,J=81->v=31,J=80 angle 00 deg)",2.5924617254861424
CO,"I(CO v=34,J=81->v=31,J=82 angle 00 deg)",2.911468918083169
CO,"I(CO v=34,J=81->v=32,J=80 angle 00 deg)",3.825234227484976
CO,"I(CO v=34,J=81->v=32,J=82 angle 00 deg)",4.550796999246155
CO,"I(CO v=34,J=81->v=33,J=80 angle 00 deg)",7.165441197208515
CO,"I(CO v=34,J=81->v=33,J=82 angle 00 deg)",10.155880700969881
CO,"I(CO v=38,J=53->v=35,J=52 angle 00 deg)",2.707490332196559
CO,"I(CO v=38,J=53->v=35,J=54 angle 00 deg)",2.9231629910688786
CO,"I(CO v=38,J=53->v=36,J=52 angle 00 deg)",4.030418432623872
CO,"I(CO v=38,J=53->v=36,J=54 angle 00 deg)",4.519853965543434
CO,"I(CO v=38,J=53->v=37,J=52 angle 00 deg)",7.73346761392248
CO,"I(CO v=38,J=53->v=37,J=54 angle 00 deg)",9.725161829239314
CO,"I(CO v=41,J=6->v=38,J=5 angle 00 deg)",2.8508568571393793
CO,"I(CO v=41,J=6->v=38,J=7 angle 00 deg)",2.87765309756385
CO,"I(CO v=41,J=6->v=39,J=5 angle 00 deg)",4.311946637872072
CO,"I(CO v=41,J=6->v=39,J=7 angle 00 deg)",4.372653785420517
